station,agency,station_type,vertical_datum,park,lat_nad83,long_nad83,ground_surface_elevation_ft,basin,NGVD29_NAVD88_conversion,comments
G76,SFWMD,,NGVD29,,27.03179083,-81.07033083,,,,
G789,USGS,,,,25.48966,-80.55667,6.33,,-1.549,
G799,USGS,,,,25.69938,-80.39028,,,-1.558,
G820A,USGS,,,,26.19436,-80.16249,,,-1.581,
G852,USGS,,,,25.90881,-80.17555,,,-1.558,
G855,USGS,,,,25.67549,-80.46722,7.9,,-1.555,
G858,USGS,,,,25.64687,-80.40778,7.72,,-1.542,
G860,USGS,,,,25.62022,-80.32305,,,-1.532,
G861,USGS,,,,25.64855,-80.575,6.42,,-1.555,
G863,USGS,,,,25.56105,-80.57305,6.87,,-1.565,
G864,USGS,,,,25.43522,-80.50195,8.87,,-1.529,
G864A,USGS,,,,25.43411,-80.50889,8.49,,-1.535,
G88,SFWMD,,NGVD29,,26.331189,-80.880711,,STA5,,Transfer water from L3 to L4
G89,SFWMD,STA_outflow,,,26.330081,-80.881166,,,,Culvert moving water from L3 to L28 south of STA6
G92,SFWMD,,,,26.90933,-80.17527,,,-1.489,
G93,SFWMD,,,,25.7367,-80.28664,,,-1.562,
G94A,SFWMD,,NGVD29,,26.43502429,-80.2299335,,Loxahatchee,,
G94B,SFWMD,,NGVD29,,26.48177905,-80.22159717,,Loxahatchee,,
G94C,SFWMD,,NGVD29,,26.54137864,-80.2327609,,Loxahatchee,,
G94D,SFWMD,,NGVD29,,26.59266652,-80.27177246,,Loxahatchee,,
G96,SFWMD,Discharge,NGVD29,,26.68104167,-81.01575,,,,MILLS CULVERT
G968,USGS,,,,25.93214,-80.44972,5.85,WCA3B,-1.522,
G970,USGS,,,,25.95104,-80.37694,,,-1.545,
G972,USGS,,,,25.92159,-80.43694,4.89,,-1.529,
G973,USGS,,,,25.8677,-80.35778,,,-1.552,
G974,USGS,,,,25.86743,-80.40333,,,-1.549,
G975,USGS,,,,25.8677,-80.46083,7.45,,-1.542,
G976,USGS,,,,25.82243,-80.42917,5.38,,-1.558,
G978,USGS,,,,25.72854,-80.48417,,,-1.562,
GARDENKEY,NPS_ENP,marine,NGVD29,Dry Tortugas,24.627247,-82.872264,,,,"Installed June 2014, surveyed July 2014"
GB,NPS_ENP,marine,NAVD88,Everglades National,25.16723,-80.8013,-1.38,Western_Florida_Bay,-1.499,
GB_nexrad,SFWMD_synthetic,synthetic,,,25.16467,-80.7935,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10024575
GG3,SFWMD,weather,,,26.16980556,-81.68033333,,,,
GG7,SFWMD,weather,,,26.32230556,-81.56441667,,,,
GI,NPS_ENP,marine,NGVD29,Everglades National,25.37806,-81.02953,,Gulf_Coast,-1.447,
GILL,SFWMD,,,,26.0588,-80.23167,,,-1.604,
GI_nexrad,SFWMD_synthetic,synthetic,,,25.38024,-81.02294,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10030251
GL02,DERM,marine,,,25.53774,-80.33243,,biscayne_bay,-1.526,
GOLDFS2,SFWMD,weather,,,26.22841667,-81.632,,,,
HA09,SFWMD,,,,25.44214,-80.58588,,,-1.572,
HA11,SFWMD,,,,25.44439,-80.56411,,,-1.565,
HAR,USGS,Marine,NAVD88,,25.43083,-81.08583,,Gulf_Coast,-1.437,
HC,NPS_ENP,marine,NAVD88,Everglades National,25.25416,-80.44427,,Eastern_Florida_Bay,-1.542,lat-long updated 2012-02-01 CLW
HCE,USGS,marine,NGVD29,,25.24444,-80.44111,,Eastern_Florida_Bay,-1.542,
HCW,USGS,marine,NAVD88,,25.24222,-80.4475,,Eastern_Florida_Bay,-1.542,
HC_Audubon,Audubon,marine,,,25.25172,-80.4576,,,-1.542,Jerry Lorenz/Pete Frezza station
HC_nexrad,SFWMD_synthetic,synthetic,,,25.25449,-80.44932,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10026963
HGS3,SFWMD,,,,26.69739,-80.80666,,,-1.401,
HGS3S3,SFWMD,,,,26.69739,-80.80666,,,-1.401,
HGS4,SFWMD,,,,26.69961,-80.71472,,,-1.407,
HGS5,SFWMD,,,,26.86238,-80.63195,,,-1.23,
HGS5X,SFWMD,,,,26.86238,-80.63195,,,-1.23,
HGS6,SFWMD,,,,27.2057,-80.79584,,,-1.273,
HIALEAH,SFWMD,,,,25.82604,-80.28584,,,-1.549,
HILLS6,SFWMD,,,,26.64156,-80.58055,,,-1.44,
HOC,USGS,marine,NAVD88,,25.15583333,-81.095,,Gulf_Coast,-1.434,Lake Ingraham
HOLEY1,SFWMD,,,,26.42824,-80.74027,,,-1.44,
HOLEY2,SFWMD,,,,26.35268,-80.675,,,-1.447,
HOLEY3,SFWMD,,,,26.33185,-80.71694,,,-1.447,
HOLLYWOOD,SFWMD,,,,26.04686,-80.1275,,,-1.601,
HOMEAFB,SFWMD,weather,,,25.48216,-80.38334,,,-1.529,
HOMEAP,SFWMD,,,,25.49883,-80.54973,,,-1.542,
HOMEEXPSTN,SFWMD,,,,25.50716,-80.49972,,,-1.532,
HOMEFS,SFWMD,,,,25.47605,-80.44833,,,-1.519,
HOMESTEAD_MOWRY,weather_underground,weather,,,25.47,-80.52,,,,20249 Mowry Drive
HR,NPS_ENP,marine,NGVD29,Everglades National,25.42456,-81.06012,-5.04,Gulf_Coast,-1.44,
HR_nexrad,SFWMD_synthetic,synthetic,,,25.41617,-81.06118,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10031197
HTRUCKS3,SFWMD,,,,27.38041,-80.85418,,,-1.227,
HUMBLE,SFWMD,,,,25.56522,-80.53333,,,-1.565,
HYPOLUXO,SFWMD,,,,26.54878,-80.04972,,,-1.562,
icarus,NPS_ENP,UV_Radiation,,Everglades National,25.3889,-80.681,,Long_Pine_Key,-1.555,
IFS,NPS_ENP,marsh,,Everglades National,25.509255,-80.498951,,Taylor_Slough,-1.532,Lat/Long updated via GoogleEarth 2013-02-11.
IFS_nexrad,SFWMD_synthetic,synthetic,,,25.50599,-80.50669,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10033596
IMMOKALE,SFWMD,,,,26.39157,-81.40695,,,-1.312,
IMMOKALE3,SFWMD,,,,26.40573,-81.4164,,,-1.306,
IMMOKALEE,NOAA,weather,,,26.46222,-81.44056,,,,USC00084210 - Station closed 11/2/2016
IndustrialCanal,SFWMD,,,,26.7542307,-80.91839482,,,,S310 Industrial Canal Lake Okeechobee
IOWA_ROCK_DRTO,NDBC,weather,,Dry Tortugas,24.638,-82.862,,,,"Iowa Rock Reef, FL"
IRAEBER,SFWMD,,,,25.52577,-80.49945,,,-1.539,
ISLAMORADA_MATECUMBE,weather_underground,weather,,,24.917,-80.636,,,,81831 Old State Highway 4a
JB,NPS_ENP,marine,NAVD88,Everglades National,25.22451,-80.54101,-3.19,Eastern_Florida_Bay,-1.542,
JB1E,USGS,marine,NAVD88,,25.22722,-80.52389,,joe_bay,-1.542,
JB2E,USGS,marine,NAVD88,,25.23194,-80.52444,,joe_bay,-1.542,
JB5C,USGS,marine,NAVD88,,25.24389,-80.55972,,joe_bay,-1.552,
JB8W,USGS,marine,NAVD88,,25.22278,-80.59028,,joe_bay,-1.545,
JBTS,SFWMD,marine,NGVD29,,25.22451,-80.54101,,joe_bay,,QAQCed breakpoint data from DBHydro
JB_Audubon,Audubon,marine,,,25.24607,-80.53118,,joe_bay,-1.519,Jerry Lorenz/Pete Frezza station
JB_nexrad,SFWMD_synthetic,synthetic,,,25.21856,-80.54493,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10026010
JB_SFWMD,SFWMD,marine,,,25.22451,-80.54101,,Eastern_Florida_Bay,,QAQCed daily data from DBHydro
JFC,USGS,marine,NAVD88,,25.18472,-80.38833,,Eastern_Florida_Bay,-1.558,
JH,NPS_ENP,marine,,Everglades National,25.04357,-80.91167,,,-1.467,
JK,NPS_ENP,marine,NGVD29,Everglades National,25.05254,-80.90448,-1.9,Western_Florida_Bay,-1.467,
JK_nexrad,SFWMD_synthetic,synthetic,,,25.05689,-80.90822,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10021725
JUPITER,SFWMD,,,,26.93821,-80.10083,,,-1.503,
KENDALL,SFWMD,,,,25.69882,-80.53306,,NE_Shark_Slough,-1.555,
KEYGROVE,SFWMD,,,,26.12019,-80.34584,,,-1.565,
KEYLARGO_KLWTD_PLANT,weather_underground,weather,,,25.1,-80.43,,,,"Magnolia St, Key Largo"
KEYLARGO_MM95,weather_underground,weather,,,25.05,-80.48,,,,"95625 Overseas Hwy, roughly"
KEYWEST,NDBC,marine,NAVD88,,24.555,-81.807,,FLORIDA KEYS,-1.342,NOAA ID 8724580
KEYWESTAP,NOAA_NCDC,weather,,,24.5561,-81.7594,,,,Civilian airport KEYW
KEYWEST_NAFAP,NOAA_NCDC,weather,,,24.57583,-81.68889,,,,"Military airport in Key West, KNQX"
KROME,SFWMD,,,,25.75345,-80.489031,,,-1.562,Updated coordinates August 2011
L1_ET,USGS_EGERMAN,RESEARCH,,,25.61111,-80.0225,,,,
L28GAP,SFWMD,,,,26.12242,-80.98389,,Big_Cypress,-1.414,
L28I,USGS,discharge,NGVD29,,26.259167,-80.954444,,Seminole_Reservation,,USGS flow station in L28I just upstream of BICY
L28U,SFWMD,discharge,NGVD29,,26.26203,-80.83037,,,,
L28x1,SFWMD,,,,26.09186,-80.84333,,,-1.457,
L28x2,SFWMD,,,,26.09186,-80.83528,,,-1.457,
L29_C43,NPS_ENP,,NGVD29,Everglades National,25.7610948,-80.6436987,4.8,NE_Shark_Slough,-1.539,Swales project culvert
L29_C43B,NPS_ENP,discharge,NGVD29,Everglades National,25.75993243,-80.64381955,6.6,NE_Shark_Slough,-1.539,Swales project vegetation halo
L29_C43C,NPS_ENP,discharge,NGVD29,Everglades National,25.75895691,-80.64369506,6.4,NE_Shark_Slough,-1.539,Swales project transition
L29_C43D,NPS_ENP,discharge,NGVD29,Everglades National,25.75714871,-80.64377708,6.2,NE_Shark_Slough,-1.539,Swales project marsh
L29_C44,NPS_ENP,,NGVD29,Everglades National,25.7610716,-80.63448585,4.9,NE_Shark_Slough,-1.539,Swales project culvert
L29_C44B,NPS_ENP,discharge,NGVD29,Everglades National,25.76006145,-80.63457453,6.7,NE_Shark_Slough,-1.539,Swales project vegetation halo
L29_C44C,NPS_ENP,discharge,NGVD29,Everglades National,25.75922296,-80.63458797,6.4,NE_Shark_Slough,-1.539,Swales project transition
L29_C44D,NPS_ENP,discharge,NGVD29,Everglades National,25.75752531,-80.63459095,6.2,NE_Shark_Slough,-1.539,Swales project marsh
L29_C47,NPS_ENP,,NGVD29,Everglades National,25.76106187,-80.60768945,6,NE_Shark_Slough,-1.545,Swales project culvert
L29_C47B,NPS_ENP,discharge,NGVD29,Everglades National,25.76019209,-80.60764798,6.7,NE_Shark_Slough,-1.545,Swales project vegetation halo
L29_C47C,NPS_ENP,discharge,NGVD29,Everglades National,25.75945461,-80.60758951,6.1,NE_Shark_Slough,-1.545,Swales project transition
L29_C47D,NPS_ENP,discharge,NGVD29,Everglades National,25.75779098,-80.60761929,6.3,NE_Shark_Slough,-1.545,Swales project marsh
L29_C51,NPS_ENP,,NGVD29,Everglades National,25.76109637,-80.57201354,4.7,NE_Shark_Slough,-1.552,Swales project culvert
L29_C51B,NPS_ENP,discharge,NGVD29,Everglades National,25.76028814,-80.57212655,6.8,NE_Shark_Slough,-1.552,Swales project vegetation halo
L29_C51C,NPS_ENP,discharge,NGVD29,Everglades National,25.75955259,-80.57209048,6.3,NE_Shark_Slough,-1.552,Swales project transition
L29_C51D,NPS_ENP,discharge,NGVD29,Everglades National,25.75815673,-80.57203195,6.3,NE_Shark_Slough,-1.552,Swales project marsh
L30M7,USGS,,NGVD29,,25.8583333,-80.4844444,,,-1.542,USGS L30 Seepage project
L30WET,USGS,,NGVD29,,25.8583333,-80.4869444,6.5,,-1.542,USGS L30 Seepage project
L31NMile0,LBMC,Discharge,NGVD29,,25.76021,-80.49781,,NE_Shark_Slough,-1.558,
L31NMile2,LBMC,Discharge,NGVD29,,25.7322,-80.49717,,NE_Shark_Slough,-1.562,
L31NN,SFWMD,marsh,NGVD29,,25.7462583,-80.4979472,,NE_Shark_Slough,-1.56,
L31NS,SFWMD,marsh,NGVD29,,25.70232498,-80.4958899,,NE_Shark_Slough,-1.56,
L31W,NPS_ENP,marsh,NGVD29,Everglades National,25.438217,-80.590098,,East_EVER_Canals,-1.575,Lat/Long update Kahn GPS 2013-02-11
L31W_Lower,NPS_ENP,study,NGVD29,Everglades National,25.370095,-80.573639,1.39,Taylor_Slough,,"Staff Gage in L-31W, 2 miles S of SR9336"
L31W_Upper,NPS_ENP,study,NGVD29,Everglades National,25.481519,-80.574266,7.52,Taylor_Slough,,"Staff Gage in L-31W, Just south of plug in canal"
L67A,USGS,,,,25.913056,-80.58388,,,-1.516,
L67C,USGS,,,,25.90409,-80.56805,,,-1.519,
L67L30_Culverts,NPS_ENP,discharge,NGVD29,Everglades National,25.76111,-80.56111,,,,L29 culvert flow calculated by ENP after Bridge 57
L67XE,USGS,,,,25.68188,-80.67278,,,-1.529,
L67XW,USGS,,,,25.68188,-80.67334,,,-1.529,
LABELLE,NOAA,weather,,,26.74583,-81.42639,,,-1.286,USC00084662
LABELLE_2NW,NOAA,weather,,,26.76667,-81.45,,,,84667
LAKE_TRAFFORD,NOAA,weather,,,26.43333,-81.48333,,,,84866
LAMESHUR_BAY,NDBC,weather,,Virgin Islands,18.318,-64.724,,,,"Lameshur Bay, St. John, VI Owned by NOAA_NOS"
LasPal_Det,SFWMD,,NGVD29,,25.595278,-80.535556,6.5,Rocky_Glades,-1.565,Stage in the S357 Detention Area
LasPal_G1,NPS_ENP,,NGVD29,Everglades National,25.608611,-80.537222,6.6,Rocky_Glades,-1.562,S357 Monitoring Gage
LasPal_G11,NPS_ENP,,NGVD29,Everglades National,25.6084,-80.53281,,Rocky_Glades,-1.562,S357 Monitoring Gage
LasPal_G12,NPS_ENP,,NGVD29,Everglades National,25.61577,-80.53744,,Rocky_Glades,-1.562,S357 Monitoring Gage
LasPal_G13,NPS_ENP,,NGVD29,Everglades National,25.60846,-80.5287,,Rocky_Glades,-1.562,S357 Monitoring Gage
LasPal_G14,NPS_ENP,,NGVD29,Everglades National,25.61379,-80.5294,,Rocky_Glades,-1.562,S357 Monitoring Gage
LasPal_G15,NPS_ENP,,NGVD29,Everglades National,25.60859,-80.51767,,Rocky_Glades,-1.562,S357 Monitoring Gage
LasPal_G2,NPS_ENP,,NGVD29,Everglades National,25.627222,-80.538056,6.7,Rocky_Glades,-1.562,S357 Monitoring Gage
LasPal_G3,NPS_ENP,,NGVD29,Everglades National,25.609444,-80.549167,6.86,Rocky_Glades,-1.562,S357 Monitoring Gage
LasPal_G4,NPS_ENP,,NGVD29,Everglades National,25.64,-80.531944,7.14,Rocky_Glades,-1.558,S357 Monitoring Gage
LasPal_G5,NPS_ENP,,NGVD29,Everglades National,25.652222,-80.528611,6.9,Rocky_Glades,-1.558,S357 Monitoring Gage
LasPal_G6,NPS_ENP,,NGVD29,Everglades National,25.659444,-80.513056,6.8,Rocky_Glades,-1.558,S357 Monitoring Gage
LasPal_G7,NPS_ENP,,NGVD29,Everglades National,25.647778,-80.508611,7.87,Rocky_Glades,-1.562,S357 Monitoring Gage
LasPal_G8,NPS_ENP,,NGVD29,Everglades National,25.647222,-80.498056,7.81,Rocky_Glades,-1.562,S357 Monitoring Gage
LAS_PALMAS,NPS_ENP,,NGVD29,Everglades National,25.640795,-80.513112,,Rocky_Glades,-1.562,S357 gage in C357 canal
LB,NPS_ENP,marine,NAVD88,Everglades National,25.21434,-80.43221,-2.31,Eastern_Florida_Bay,-1.539,
LB-1,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,24.93435,-80.70993,,LIGNUMVITAE,,Florida Bay WQ station
LB-2,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,24.96453,-80.69438,,LIGNUMVITAE,,Florida Bay WQ station
LB-3,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,24.96571,-80.72694,,LIGNUMVITAE,,Florida Bay WQ station
LB_nexrad,SFWMD_synthetic,synthetic,,,25.21856,-80.43021,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10026016
LEHIGH_W,SFWMD,weather,,,26.60727778,-81.64977778,,,,
LHC,NPS_ENP,usgs_brd,NAVD88,Everglades National,25.252383,-80.458953,0.2,C111,-1.542,
LHC_nexrad,SFWMD_synthetic,synthetic,,,25.25449,-80.46845,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10026962
LI,Audubon,marine,NGVD29,Everglades National,25.1554333,-81.0880667,,Cape_Sable,-1.437,
LIME_TREE_BAY,NDBC,weather,,Virgin Islands,17.697,64.753,,,,"Lime Tree Bay, St Croix, VI owner NOAA_NOS"
LJB,NPS_ENP,usgs_brd,NAVD88,Everglades National,25.245097,-80.532103,1.6,C111,-1.549,
LJB_nexrad,SFWMD_synthetic,synthetic,,,25.23653,-80.52581,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10026485
LKWORTHE1,SFWMD,,,,26.61073,-80.205,,,-1.457,
LKWORTHE2,SFWMD,,,,26.52684,-80.17027,,,-1.506,
LKWORTHE2X2,SFWMD,,,,26.45295,-80.17111,,,-1.509,
LKWORTHGRNAC,SFWMD,,,,26.61739,-80.12639,,,-1.499,
LKWORTHHQ,SFWMD,,,,26.48156,-80.12305,,,-1.516,
LKWORTHL28,SFWMD,,,,26.49407,-80.20278,,,-1.493,
LKWORTHL32,SFWMD,,,,26.46906,-80.205,,,-1.503,
LKWORTHL38MI,SFWMD,,,,26.4224,-80.12222,,,-1.532,
LKWORTHL38RN,SFWMD,,,,26.42267,-80.20417,,,-1.519,
LKWORTHL39RN,SFWMD,,,,26.41518,-80.20389,,,-1.522,
LKWORTHMIL,SFWMD,,,,26.51934,-80.12389,,,-1.522,
LKWORTHPOWER,SFWMD,,,,26.3674,-80.15388,,,-1.552,
LKWORTHRANGE,SFWMD,,,,26.38601,-80.20472,,,-1.532,
LM,NPS_ENP,marine,NGVD29,Everglades National,25.1758,-80.63269,-2.91,Western_Florida_Bay,-1.532,"Coords updated 20120113 SPOT, DR"
LM_nexrad,SFWMD_synthetic,synthetic,,,25.18263,-80.64053,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10025057
LN,NPS_ENP,marine,NGVD29,Everglades National,25.28438,-80.89384,-3.05,Gulf_Coast,-1.496,Lat/Long updated Tennis gdb file.
LN_nexrad,SFWMD_synthetic,synthetic,,,25.29042,-80.88909,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10027888
LO,NPS_ENP,marine,NAVD88,Everglades National,25.55583,-81.1689,-6.5,Gulf_Coast,-1.421,
LO1,usgs_brd_gordon,usgs_brd,NAVD88,Everglades National,25.61225,-81.02525,-0.03,Lostman,-1.45,NAVD 88 DTW  3.85 ft  (WRD MO-214 20121001)
LO1_nexrad,SFWMD_synthetic,synthetic,,,25.61377,-81.02294,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10036413
LO2,NPS_ENP,marsh,NAVD88,Everglades National,25.59317,-81.041501,-0.66,Lostman,-1.447,NAVD 88 DTW 2.88 ft
LO2_nexrad,SFWMD_synthetic,synthetic,,,25.59581,-81.04206,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10035938
LO3,usgs_brd_gordon,usgs_brd,NAVD88,Everglades National,25.53922,-81.18428,1.14,Lostman,-1.417,NAVD 88 DTW 6.1 ft (Discontinued 20120930)
LO4,usgs_brd_gordon,usgs_brd,NAVD88,Everglades National,25.50644,-81.16653,0.51,Lostman,-1.421,NAVD 88 DTW 4.77 ft (Abandoned 20120930)
LO4_nexrad,SFWMD_synthetic,synthetic,,,25.50599,-81.1759,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10033561
LOC,USGS,Marine,LOCAL,,25.565,-81.055,0,Gulf_Coast,-1.444,
LOKEE,SFWMD,,,,26.94877,-80.83305,,,-1.273,Aggregate for the entire Lake Okeechobee
LOKEE1,SFWMD,,,,27.13738,-80.78778,,,-1.26,
LOKEE5,SFWMD,,,,26.95821,-80.97695,,,-1.312,
LOKEE6,SFWMD,,,,26.82099,-80.78279,,,-1.289,
LOKEEM,SFWMD,,,,26.82711,-81.00694,,,-1.325,
LOKEEMG,SFWMD,,,,26.82711,-81.00694,,,-1.325,
LOOP1,NPS_Big_Cypress,,,Big Cypress,25.759657,-80.909165,,Big_Cypress,-1.476,Loop Road 1
LOOP2,NPS_Big_Cypress,,,Big Cypress,25.744923,-80.953895,,Big_Cypress,-1.47,Loop Road 2
LOP,USGS,marine,NAVD88,,25.79119,-81.29967,,Gulf_Coast,-1.381,
LOR,USGS,marine,NAVD88,,25.55544,-81.16472,,Gulf_Coast,-1.421,
LORS_Reg_Base_Flow,SFWMD,,NGVD29,,26.959,-80.886,,,-1.214,Lake Okeechobee Regulation Schedule (2008 - ?)
LORS_Reg_Bene_Use,SFWMD,,NGVD29,,26.959,-80.886,,,-1.214,Lake Okeechobee Regulation Schedule (2008 - ?)
LORS_Reg_High_Lake,SFWMD,,NGVD29,,26.959,-80.886,,,-1.214,Lake Okeechobee Regulation Schedule (2008 - ?)
LORS_Reg_Ops_High,SFWMD,,NGVD29,,26.959,-80.886,,,-1.214,Lake Okeechobee Regulation Schedule (2008 - ?)
LORS_Reg_Ops_Int,SFWMD,,NGVD29,,26.959,-80.886,,,-1.214,Lake Okeechobee Regulation Schedule (2008 - ?)
LORS_Reg_Ops_Low,SFWMD,,NGVD29,,26.959,-80.886,,,-1.214,Lake Okeechobee Regulation Schedule (2008 - ?)
LORU,USGS,marine,NAVD88,,25.56583,-80.99472,,Gulf_Coast,-1.453,
LOXAHATCH,SFWMD,,,,26.68601,-80.27388,,,-1.47,
LOXAWS,SFWMD,,,,26.4974,-80.22222,,,-1.489,
LOX_ET,USGS_EGERMAN,RESEARCH,,,26.52222,-80.33638,,,,
LO_nexrad,SFWMD_synthetic,synthetic,,,25.55988,-81.1759,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10034983
LR,NPS_ENP,marine,NGVD29,Everglades National,24.98158,-80.8257,-4.37,Western_Florida_Bay,-1.493,Updated Lat-long 2011-06-16 ERS
LR_nexrad,SFWMD_synthetic,synthetic,,,24.98503,-80.83174,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10019833
LS,NPS_ENP,marine,NAVD88,Everglades National,25.23516,-80.4568,,Eastern_Florida_Bay,-1.539,lat-long updated 2012-02-01 CLW
LS_nexrad,SFWMD_synthetic,synthetic,,,25.23653,-80.44933,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10026489
LWOOD,USGS,marine,LOCAL,,25.91205556,-81.52983333,,ten_thousand_islands,-1.339,Ten Thousand Islands inflow
LZ40,SFWMD,,,,26.90015,-80.78889,,,-1.247,
MANATEE,SFWMD,,,,26.641,-80.57667,,,-1.44,
MARCO_ISLAND,NOAA,weather,,,25.94917,-81.71389,,,,USC00085359
Mayers_Peak,NPS_DRTO,marine,LOCAL,Dry Tortugas,24.608,-82.94407,-30,,,
MB,NPS_ENP,marine,NGVD29,,25.23945,-80.42179,,Eastern_Florida_Bay,-1.545,DLD version 1.02
MBC,USGS,marine,NAVD88,,25.26361,-80.42,,Eastern_Florida_Bay,-1.545,
MBTS,SFWMD,marine,NGVD29,,25.23945,-80.42179,,Eastern_Florida_Bay,,validated data from DBHydro
MB_nexrad,SFWMD_synthetic,synthetic,,,25.23653,-80.4302,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10026490
MB_SFWMD,SFWMD,,,,25.23945,-80.42179,,,,
MCC,USGS,marine,NAVD88,,25.16806,-80.73361,,Western_Florida_Bay,-1.516,
MD,NPS_ENP,marine,NAVD88,,25.28932,-80.39642,-2.03,Eastern_Florida_Bay,-1.545,
MDTS,SFWMD,marine,NGVD29,,25.28932,-80.39642,,Eastern_Florida_Bay,,Validated data from DBHydro
MD_nexrad,SFWMD_synthetic,synthetic,,,25.29042,-80.39197,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10027914
MD_SFWMD,SFWMD,,,,25.28932,-80.39642,,,,
MET1,USGS,Marsh,NAVD88,,25.72028,-80.58833,4.29,NE_Shark_Slough,-1.549,
MI01,DERM,marine,,,25.48389,-80.33361,,biscayne_bay,-1.529,
MIAMI12,SFWMD,,,,25.64299,-80.2925,,,-1.535,
MIAMI15,SFWMD,,,,26.47573,-80.82111,,,-1.43,
MIAMI2,SFWMD,,,,25.78187,-80.13333,,,-1.558,
MIAMI58,SFWMD,,,,25.81659,-80.34611,,,-1.562,
MIAMIAP,SFWMD,,,,25.81548,-80.28306,,,-1.552,
MIAMIBA,SFWMD,,,,25.78214,-80.18305,,,-1.552,
MIAMIBCH,NOAA,,,,25.77881,-80.13,,,-1.558,
MIAMICTY,SFWMD,,,,25.71271,-80.27694,,,-1.552,
MIAMIFS,SFWMD,,,,25.82548,-80.34417,,,-1.558,
MIAMILO,SFWMD,,,,26.68044,-80.80612,,,-1.414,
MIAMI_COCONUT_GROVE,weather_underground,weather,,,25.74,-80.22,,,,3530 E Fairview St
MIDBAY,NOAA,marine,UNKNOWN,Everglades National,24.9297,-81.0944,,,,AOML flow and salinity station
MidGround,NPS_SFWMD,,,,25.0963,-81.03094,,,-1.447,"GOES ID was FA6686EC, DR 20100224"
MILESCITY_TWR,NOAA,weather,,,26.18333,-81.35,,,,85719
MIRAMAR,SFWMD,,,,26.01547,-80.51639,,WCA3A,-1.499,
Misty,NPS_ENP,,,Everglades National,25.3885,-80.68039,,Long_Pine_Key,-1.555,
MK,NPS_ENP,marine,NGVD29,Everglades National,25.10613,-80.94232,,Western_Florida_Bay,-1.46,"Coords updated 20120110 SPOT, DR"
MK_nexrad,SFWMD_synthetic,synthetic,,,25.11078,-80.94646,,Everglades_NP,,SFWMD_2km_x_2km_NEXRAD_PIXELID_10023145
MO198,USGS,,NAVD88,,25.46778,-80.85389,,Shark_Slough,-1.516,
MO199,USGS,,NAVD88,,25.46778,-80.85389,,Shark_Slough,-1.516,
MO211,USGS,marine,NAVD88,,25.51194,-80.93306,,Gulf_Coast,-1.473,
MOLASSES_REEF,NDBC,weather,,,25.01179,-80.376411,,,,"Molasses Reef Lighthouse, owner NDBC"
MOOREHAVEN_LOCK1,NOAA,weather,,,26.84,-81.08722,,,,USC00085895
MOSER,NOAA,marine,UNKNOWN,Everglades National,24.7003,-81.1693,,,,AOML flow and salinity station
MOWRY,USGS,,,,25.46911,-80.34611,,,-1.529,
MTNLAKE,NOAA,,,,27.93623,-81.60084,,,-0.938,
MUD,USGS,marine,NAVD88,,25.20333,-80.58417,,Western_Florida_Bay,-1.539,
MUSE,NOAA,weather,,,26.85194,-81.55722,,,,USC00086048
MW01,DERM,marine,,,25.47074,-80.3407,,biscayne_bay,-1.529,
MWB-2,NPS_ENP_FBISC,study,UNKNOWN,Everglades National,25.10943,-80.76264,,NORTH WHIPRAY,,Florida Bay WQ station
N01,NPS_ENP,water_quality,,Everglades National,25.75402,-80.52415,,NE_Shark_Slough,,120 TP
NAPLES,NOAA,weather,,,26.16861,-81.71583,,,,USC00086078
NAPLES_MUNICIPAL_AP,NOAA,weather,,,26.1522,-81.7752,,,,USW00012897
NCL,NPS_ENP,marsh,NGVD29,Everglades National,25.24424,-80.74482,0.2,Taylor_Slough,-1.532,
